Strike,Moneyness,Bid,Mid,Ask,Last,Change,%Change,Volume,"Open Int","OI Chg",IV,Delta,Type,Time
212.00,-2.40%,15.95,16.38,16.80,15.95,+3.36,+26.69%,"1,524","5,818",-41,44.86%,0.5139,Call,10/29/25
213.00,-2.88%,15.50,15.63,15.75,15.46,+3.31,+27.24%,390,"1,953",+92,45.11%,0.5054,Call,10/29/25
214.00,-3.36%,15.10,15.23,15.35,15.10,+3.35,+28.51%,400,"3,581",+5,44.82%,0.4960,Call,10/29/25
215.00,-3.84%,14.65,14.80,14.95,14.80,+3.40,+29.82%,"6,787","19,930",+352,45.09%,0.4877,Call,10/29/25
216.00,-4.33%,14.25,14.40,14.55,14.15,+3.06,+27.59%,386,"3,514",-202,45.09%,0.4790,Call,10/29/25
217.00,-4.81%,13.85,14.00,14.15,13.95,+3.37,+31.85%,263,"3,782",-3,44.93%,0.4698,Call,10/29/25
218.00,-5.29%,13.45,13.60,13.75,13.55,+3.10,+29.67%,"1,516","2,155",+29,44.87%,0.4610,Call,10/29/25
219.00,-5.78%,13.05,13.18,13.30,13.15,+3.14,+31.37%,357,"2,550",+2,44.80%,0.4521,Call,10/29/25
220.00,-6.26%,12.70,12.80,12.90,12.70,+3.00,+30.93%,"11,902","27,788",-840,44.57%,0.4428,Call,10/29/25
221.00,-6.74%,12.30,12.45,12.60,12.55,+3.12,+33.09%,136,"7,547",+9,45.11%,0.4360,Call,10/29/25
222.00,-7.23%,11.95,12.30,12.65,12.00,+3.04,+33.93%,"1,051","10,512",+23,44.58%,0.4258,Call,10/29/25
223.00,-7.71%,11.60,11.70,11.80,11.38,+2.48,+27.87%,83,"2,636",+273,44.68%,0.4177,Call,10/29/25
224.00,-8.19%,11.25,11.40,11.55,11.10,+2.50,+29.07%,"1,467","3,944",-20,44.76%,0.4097,Call,10/29/25
225.00,-8.67%,10.90,11.08,11.25,10.88,+2.57,+30.93%,"4,661","14,833",+568,44.76%,0.4015,Call,10/29/25
226.00,-9.16%,10.60,10.73,10.85,10.55,+2.49,+30.89%,716,"4,525",+41,44.67%,0.3929,Call,10/29/25
227.00,-9.64%,10.30,10.40,10.50,10.30,+2.40,+30.38%,249,"1,846",+9,44.36%,0.3835,Call,10/29/25
228.00,-10.12%,9.95,10.05,10.15,10.01,+2.46,+32.58%,"1,269","2,730",-171,44.39%,0.3756,Call,10/29/25
230.00,-11.09%,9.35,9.45,9.55,9.45,+2.40,+34.04%,"21,657","24,971","+6,911",44.44%,0.3600,Call,10/29/25
235.00,-13.50%,8.00,8.10,8.20,8.00,+2.17,+37.22%,"2,991","6,094",+87,44.09%,0.3202,Call,10/29/25
240.00,-15.92%,6.80,6.90,7.00,6.98,+1.93,+38.22%,"4,066","16,512",-278,44.52%,0.2872,Call,10/29/25
245.00,-18.33%,5.80,5.90,6.00,5.80,+1.60,+38.10%,"4,959","15,735",+15,44.02%,0.2512,Call,10/29/25
250.00,-20.75%,4.90,5.00,5.10,4.95,+1.42,+40.23%,"11,514","27,230","+1,889",44.12%,0.2217,Call,10/29/25
255.00,-23.16%,4.15,4.23,4.30,4.30,+1.37,+46.76%,"1,449","4,313",+89,44.53%,0.1970,Call,10/29/25
260.00,-25.58%,3.55,3.60,3.65,3.55,+1.10,+44.90%,"11,754","9,088",+267,44.19%,0.1699,Call,10/29/25
265.00,-27.99%,3.00,3.08,3.15,3.00,+1.04,+53.06%,"3,127","4,880",-12,44.25%,0.1481,Call,10/29/25
270.00,-30.41%,2.59,2.62,2.64,2.59,+0.92,+55.09%,"6,103","22,593","-2,301",44.60%,0.1304,Call,10/29/25
275.00,-32.82%,2.21,2.25,2.28,2.25,+0.88,+64.23%,"4,062","8,164",+376,45.02%,0.1152,Call,10/29/25
280.00,-35.24%,1.89,1.92,1.96,1.89,+0.68,+56.20%,"3,759","24,745",-8,45.03%,0.0996,Call,10/29/25
290.00,-40.07%,1.40,1.42,1.45,1.40,+0.54,+62.79%,570,"7,539","+1,224",45.61%,0.0764,Call,10/29/25
300.00,-44.90%,1.05,1.08,1.10,1.07,+0.45,+72.58%,"26,769","65,564","-3,325",46.43%,0.0598,Call,10/29/25
310.00,-49.73%,0.80,0.83,0.85,0.84,+0.37,+78.72%,885,"5,979",+355,47.40%,0.0477,Call,10/29/25
320.00,-54.56%,0.63,0.65,0.67,0.63,+0.29,+85.29%,941,"6,834","+2,536",47.90%,0.0368,Call,10/29/25
330.00,-59.39%,0.49,0.51,0.53,0.49,+0.25,+104.17%,790,"3,651",-539,48.63%,0.0291,Call,10/29/25
340.00,-64.22%,0.39,0.41,0.43,0.38,+0.18,+90.00%,"1,088","8,417",-506,49.82%,0.0243,Call,10/29/25
350.00,-69.05%,0.32,0.33,0.35,0.34,+0.19,+126.67%,"1,373","12,394","+4,420",50.85%,0.0202,Call,10/29/25
360.00,-73.88%,0.26,0.28,0.29,0.28,+0.15,+115.38%,"3,682","49,517",-772,51.73%,0.0168,Call,10/29/25
370.00,-78.71%,0.22,0.23,0.24,0.23,+0.14,+155.56%,941,"6,133",+209,52.53%,0.0139,Call,10/29/25
380.00,-83.54%,0.18,0.19,0.20,0.18,+0.09,+100.00%,"3,595","7,760","-8,199",52.95%,0.0110,Call,10/29/25
390.00,-88.37%,0.15,0.16,0.17,0.16,+0.09,+128.57%,"2,001","2,738",+641,54.12%,0.0097,Call,10/29/25
400.00,-93.20%,0.12,0.13,0.14,0.14,-852.42,-99.98%,"1,404",0,unch,55.13%,0.0085,Call,10/29/25
0.50,-99.76%,0.00,0.01,0.01,0.01,unch,unch,0,"25,043",unch,459.42%,-0.0001,Put,09/02/25
1.00,-99.52%,0.00,0.01,0.01,0.01,unch,unch,0,"16,413",unch,393.46%,-0.0001,Put,08/27/25
1.50,-99.28%,0.00,0.01,0.01,0.01,unch,unch,0,"1,745",unch,357.56%,-0.0001,Put,09/10/25
2.00,-99.03%,0.00,0.01,0.01,0.01,unch,unch,0,"1,755",unch,333.10%,-0.0001,Put,08/25/25
2.50,-98.79%,0.00,0.01,0.01,0.01,unch,unch,0,"2,082",unch,314.63%,-0.0001,Put,10/24/25
3.00,-98.55%,0.00,0.01,0.01,0.01,unch,unch,0,"7,776",unch,299.86%,-0.0001,Put,N/A
3.50,-98.31%,0.00,0.01,0.01,0.02,unch,unch,0,"7,219",unch,287.57%,-0.0001,Put,N/A
4.00,-98.07%,0.00,0.01,0.01,0.02,unch,unch,0,"9,013",unch,277.06%,-0.0001,Put,N/A
4.50,-97.83%,0.00,0.01,0.02,0.01,unch,unch,0,"6,082",unch,285.25%,-0.0002,Put,06/11/25
5.00,-97.59%,0.00,0.01,0.02,0.01,unch,unch,0,"6,351",unch,276.50%,-0.0002,Put,10/10/25
5.50,-97.34%,0.00,0.01,0.02,0.01,unch,unch,0,"4,915",unch,268.65%,-0.0002,Put,N/A
6.00,-97.10%,0.00,0.01,0.02,0.01,unch,unch,0,"2,936",unch,261.55%,-0.0002,Put,08/28/25
7.00,-96.62%,0.00,0.01,0.01,0.01,unch,unch,0,"2,826",unch,234.35%,-0.0001,Put,10/09/25
8.00,-96.14%,0.00,0.01,0.01,0.01,unch,unch,0,"17,778",unch,224.45%,-0.0001,Put,09/17/25
9.00,-95.65%,0.00,0.01,0.02,0.01,unch,unch,0,"3,133",unch,229.21%,-0.0003,Put,08/08/25
10.00,-95.17%,0.00,0.01,0.01,0.01,unch,unch,0,"13,891",unch,208.12%,-0.0002,Put,09/16/25
11.00,-94.69%,0.00,0.01,0.02,0.02,unch,unch,0,"2,824",unch,213.61%,-0.0003,Put,08/13/25
12.00,-94.20%,0.00,0.01,0.01,0.01,unch,unch,0,"4,041",unch,194.97%,-0.0002,Put,08/08/25
13.00,-93.72%,0.00,0.01,0.02,0.03,unch,unch,0,"15,445",unch,200.82%,-0.0003,Put,05/23/25
14.00,-93.24%,0.00,0.01,0.02,0.01,unch,unch,0,"2,489",unch,195.19%,-0.0003,Put,09/09/25
15.00,-92.76%,0.00,0.01,0.01,0.01,unch,unch,0,"7,283",unch,179.10%,-0.0002,Put,10/17/25
16.00,-92.27%,0.00,0.02,0.03,0.01,unch,unch,0,"6,796",unch,192.17%,-0.0005,Put,09/11/25
17.00,-91.79%,0.00,0.02,0.03,0.01,unch,unch,0,"2,132",unch,187.45%,-0.0005,Put,08/20/25
18.00,-91.31%,0.00,0.02,0.03,0.01,unch,unch,0,"2,862",unch,183.02%,-0.0005,Put,08/22/25
19.00,-90.82%,0.00,0.01,0.01,0.01,unch,unch,0,"1,686",unch,162.53%,-0.0002,Put,09/22/25
20.00,-90.34%,0.00,0.01,0.01,0.02,unch,unch,0,"5,844",unch,158.97%,-0.0002,Put,08/25/25
21.00,-89.86%,0.00,0.01,0.01,0.01,unch,unch,0,"1,401",unch,155.59%,-0.0002,Put,10/14/25
22.00,-89.37%,0.00,0.01,0.01,0.01,unch,unch,0,"1,585",unch,152.37%,-0.0002,Put,08/14/25
23.00,-88.89%,0.00,0.01,0.01,0.01,unch,unch,0,"1,550",unch,149.31%,-0.0002,Put,10/02/25
24.00,-88.41%,0.00,0.01,0.01,0.01,unch,unch,0,"4,039",unch,146.38%,-0.0002,Put,10/16/25
25.00,-87.93%,0.00,0.02,0.03,0.01,unch,unch,0,"37,430","+1,050",157.90%,-0.0006,Put,10/28/25
26.00,-87.44%,0.00,0.01,0.01,0.01,unch,unch,0,"5,912",-94,140.90%,-0.0002,Put,10/28/25
27.00,-86.96%,0.00,0.02,0.03,0.01,unch,unch,0,"9,690",unch,152.09%,-0.0006,Put,10/06/25
28.00,-86.48%,0.00,0.02,0.03,0.01,unch,unch,0,"3,348",unch,149.36%,-0.0006,Put,09/16/25
29.00,-85.99%,0.00,0.02,0.03,0.01,unch,unch,0,"4,660",unch,146.72%,-0.0006,Put,09/30/25
30.00,-85.51%,0.00,0.02,0.03,0.01,unch,unch,0,"18,290",unch,144.19%,-0.0007,Put,10/22/25
31.00,-85.03%,0.00,0.02,0.03,0.01,unch,unch,0,972,unch,141.74%,-0.0007,Put,10/13/25
31.50,-84.79%,0.00,0.02,0.03,0.02,unch,unch,0,580,unch,140.54%,-0.0007,Put,10/13/25
32.00,-84.54%,0.00,0.02,0.03,0.03,unch,unch,0,"2,363",unch,139.37%,-0.0007,Put,10/10/25
32.50,-84.30%,0.00,0.02,0.03,0.01,unch,unch,0,"2,248",unch,138.21%,-0.0007,Put,10/20/25
33.00,-84.06%,0.00,0.02,0.03,0.01,unch,unch,0,"1,383",unch,137.08%,-0.0007,Put,09/22/25
33.50,-83.82%,0.00,0.02,0.03,0.01,unch,unch,0,"1,675",-15,135.96%,-0.0007,Put,10/28/25
34.00,-83.58%,0.00,0.02,0.03,0.02,unch,unch,0,992,-1,134.86%,-0.0007,Put,10/28/25
34.50,-83.34%,0.00,0.02,0.03,0.01,unch,unch,0,"1,717",+15,133.78%,-0.0007,Put,10/28/25
35.00,-83.10%,0.00,0.02,0.03,0.03,unch,unch,0,"16,499",unch,132.71%,-0.0007,Put,10/22/25
35.50,-82.85%,0.00,0.02,0.03,0.01,unch,unch,0,"3,200",unch,131.66%,-0.0007,Put,09/11/25
36.00,-82.61%,0.00,0.02,0.03,0.02,unch,unch,0,"1,901",unch,130.62%,-0.0007,Put,10/10/25
36.50,-82.37%,0.00,0.02,0.03,0.02,+0.01,+100.00%,2,"4,558",unch,124.94%,-0.0005,Put,10/29/25
37.00,-82.13%,0.00,0.01,0.02,0.01,unch,unch,63,"3,303",-13,116.98%,-0.0003,Put,10/29/25
37.50,-81.89%,0.00,0.02,0.03,0.02,unch,unch,0,"3,007",unch,127.60%,-0.0008,Put,10/16/25
38.00,-81.65%,0.00,0.02,0.03,0.01,unch,unch,0,"3,295",+62,126.63%,-0.0008,Put,10/28/25
38.50,-81.40%,0.00,0.02,0.03,0.01,unch,unch,0,"2,293",unch,125.66%,-0.0008,Put,10/28/25
39.00,-81.16%,0.00,0.02,0.03,0.03,unch,unch,0,"2,620",-1,124.71%,-0.0008,Put,10/28/25
39.50,-80.92%,0.00,0.02,0.03,0.02,unch,unch,0,"5,468",-10,123.77%,-0.0008,Put,10/28/25
40.00,-80.68%,0.00,0.01,0.01,0.01,-0.01,-50.00%,103,"18,887",unch,111.75%,-0.0003,Put,10/29/25
40.50,-80.44%,0.00,0.02,0.03,0.02,unch,unch,0,"1,829",unch,121.93%,-0.0008,Put,10/09/25
41.00,-80.20%,0.00,0.02,0.03,0.04,unch,unch,0,"1,527",unch,121.03%,-0.0008,Put,10/27/25
41.50,-79.96%,0.00,0.02,0.03,0.02,unch,unch,0,"3,615",unch,120.14%,-0.0008,Put,10/23/25
42.00,-79.71%,0.00,0.02,0.03,0.01,unch,unch,0,"8,009",-1,119.26%,-0.0008,Put,10/28/25
42.50,-79.47%,0.00,0.02,0.03,0.03,unch,unch,0,"1,922",unch,118.39%,-0.0008,Put,10/23/25
43.00,-79.23%,0.00,0.02,0.03,0.02,unch,unch,1,"1,485",unch,113.30%,-0.0006,Put,10/29/25
43.50,-78.99%,0.00,0.02,0.04,0.03,unch,unch,0,"1,361",unch,119.92%,-0.0011,Put,10/16/25
44.00,-78.75%,0.00,0.02,0.04,0.01,-0.03,-75.00%,84,"3,196",unch,105.38%,-0.0003,Put,10/29/25
44.50,-78.51%,0.00,0.02,0.04,0.02,unch,unch,0,"3,756",-10,118.21%,-0.0011,Put,10/28/25
45.00,-78.27%,0.00,0.02,0.04,0.03,+0.01,+50.00%,10,"14,982",-11,114.20%,-0.0009,Put,10/29/25
45.50,-78.02%,0.00,0.02,0.04,0.02,unch,unch,0,"12,076",unch,116.53%,-0.0011,Put,10/28/25
46.00,-77.78%,0.00,0.02,0.04,0.04,unch,unch,0,"1,868",unch,115.71%,-0.0011,Put,10/22/25
46.50,-77.54%,0.00,0.02,0.04,0.04,unch,unch,0,"2,925",unch,114.90%,-0.0011,Put,10/20/25
47.00,-77.30%,0.00,0.02,0.04,0.04,unch,unch,0,"4,187",unch,114.10%,-0.0011,Put,10/23/25
47.50,-77.06%,0.00,0.02,0.04,0.04,unch,unch,0,"4,957",unch,113.30%,-0.0011,Put,10/23/25
48.00,-76.82%,0.00,0.02,0.04,0.04,unch,unch,0,"2,937",unch,112.52%,-0.0011,Put,10/23/25
48.50,-76.57%,0.00,0.02,0.04,0.03,unch,unch,0,"2,199",-24,111.74%,-0.0011,Put,10/28/25
49.00,-76.33%,0.00,0.02,0.04,0.03,unch,unch,0,"7,837",-69,110.97%,-0.0011,Put,10/28/25
49.50,-76.09%,0.01,0.03,0.04,0.02,unch,unch,0,"2,459",-41,105.45%,-0.0008,Put,10/28/25
50.00,-75.85%,0.01,0.03,0.04,0.01,-0.01,-50.00%,25,"17,386",-8,96.86%,-0.0004,Put,10/29/25
50.50,-75.61%,0.01,0.03,0.04,0.01,-0.02,-66.67%,1,"4,644",-96,96.20%,-0.0004,Put,10/29/25
51.00,-75.37%,0.01,0.03,0.04,0.04,unch,unch,0,"4,598",unch,103.31%,-0.0008,Put,10/27/25
51.50,-75.13%,0.01,0.03,0.05,0.05,unch,unch,0,"1,580",unch,104.35%,-0.0009,Put,10/23/25
52.00,-74.88%,0.01,0.03,0.04,0.02,unch,unch,0,"4,657",+143,101.92%,-0.0008,Put,10/28/25
52.50,-74.64%,0.01,0.03,0.04,0.05,unch,unch,0,"4,078",unch,101.23%,-0.0008,Put,10/27/25
53.00,-74.40%,0.01,0.03,0.04,0.02,-0.03,-60.00%,1,"1,925",unch,98.57%,-0.0007,Put,10/29/25
53.50,-74.16%,0.01,0.03,0.04,0.03,unch,unch,64,"2,158",+20,101.57%,-0.0010,Put,10/29/25
54.00,-73.92%,0.02,0.03,0.04,0.03,+0.01,+50.00%,201,"3,594",unch,100.90%,-0.0010,Put,10/29/25
54.50,-73.68%,0.01,0.03,0.05,0.05,unch,unch,0,"2,670",unch,100.23%,-0.0010,Put,10/24/25
55.00,-73.44%,0.01,0.03,0.05,0.03,-0.01,-25.00%,11,"17,031",unch,99.57%,-0.0010,Put,10/29/25
55.50,-73.19%,0.02,0.04,0.05,0.05,unch,unch,0,"2,885",unch,100.36%,-0.0011,Put,10/27/25
56.00,-72.95%,0.02,0.04,0.05,0.04,unch,unch,0,"4,586",unch,99.70%,-0.0011,Put,10/28/25
56.50,-72.71%,0.02,0.04,0.05,0.06,unch,unch,0,742,unch,99.04%,-0.0011,Put,10/24/25
57.00,-72.47%,0.02,0.04,0.05,0.03,-0.01,-25.00%,71,"3,207",unch,96.97%,-0.0010,Put,10/29/25
57.50,-72.23%,0.02,0.04,0.05,0.02,-0.02,-50.00%,136,"1,094",+13,92.86%,-0.0007,Put,10/29/25
58.00,-71.99%,0.02,0.04,0.05,0.06,unch,unch,0,"3,013",unch,97.12%,-0.0012,Put,10/27/25
58.50,-71.74%,0.02,0.04,0.05,0.03,unch,unch,0,"1,259",+1,96.49%,-0.0012,Put,10/28/25
59.00,-71.50%,0.02,0.04,0.06,0.03,-0.03,-50.00%,100,"1,002",unch,94.47%,-0.0010,Put,10/29/25
59.50,-71.26%,0.02,0.04,0.06,0.03,-0.07,-70.00%,100,619,unch,93.86%,-0.0011,Put,10/29/25
60.00,-71.02%,0.02,0.04,0.06,0.05,unch,unch,1,"20,260",-5,98.01%,-0.0016,Put,10/29/25
60.50,-70.78%,0.02,0.04,0.06,0.07,unch,unch,0,"3,773",unch,95.24%,-0.0013,Put,10/24/25
61.00,-70.54%,0.03,0.05,0.06,0.04,-0.05,-55.56%,4,"1,103",unch,94.63%,-0.0014,Put,10/29/25
62.00,-70.05%,0.03,0.05,0.06,0.04,-0.01,-20.00%,1,"2,923",+9,93.42%,-0.0014,Put,10/29/25
63.00,-69.57%,0.04,0.06,0.07,0.04,-0.03,-42.86%,4,"5,589",unch,92.23%,-0.0014,Put,10/29/25
64.00,-69.09%,0.03,0.05,0.07,0.04,-0.01,-20.00%,1,"1,298",unch,91.06%,-0.0014,Put,10/29/25
65.00,-68.61%,0.05,0.06,0.07,0.06,unch,unch,50,"10,266",+10,93.68%,-0.0020,Put,10/29/25
66.00,-68.12%,0.04,0.06,0.07,0.04,-0.03,-42.86%,1,"3,840",unch,88.78%,-0.0015,Put,10/29/25
67.00,-67.64%,0.04,0.06,0.08,0.09,unch,unch,0,"2,574",unch,91.35%,-0.0020,Put,10/23/25
68.00,-67.16%,0.04,0.06,0.08,0.12,unch,unch,0,"2,676",unch,90.20%,-0.0021,Put,10/21/25
69.00,-66.67%,0.05,0.07,0.08,0.07,unch,unch,0,"2,230",+1,89.84%,-0.0022,Put,10/28/25
70.00,-66.19%,0.05,0.07,0.08,0.07,unch,unch,91,"27,783",+200,89.43%,-0.0024,Put,10/29/25
71.00,-65.71%,0.05,0.07,0.09,0.07,unch,unch,0,"2,175",unch,88.32%,-0.0024,Put,10/28/25
72.00,-65.22%,0.05,0.07,0.09,0.07,-0.07,-50.00%,32,"21,975",unch,87.22%,-0.0025,Put,10/29/25
73.00,-64.74%,0.06,0.08,0.09,0.11,unch,unch,0,"6,200",unch,86.79%,-0.0026,Put,10/27/25
74.00,-64.26%,0.07,0.09,0.10,0.12,unch,unch,0,"2,817",unch,86.92%,-0.0030,Put,10/27/25
75.00,-63.78%,0.07,0.09,0.10,0.08,-0.01,-11.11%,222,"9,391",-2,85.27%,-0.0029,Put,10/29/25
76.00,-63.29%,0.07,0.09,0.11,0.08,unch,unch,0,"2,293",+14,85.34%,-0.0032,Put,10/28/25
77.00,-62.81%,0.07,0.09,0.11,0.08,-0.02,-20.00%,50,"6,392",unch,83.19%,-0.0029,Put,10/29/25
78.00,-62.33%,0.07,0.09,0.11,0.09,-0.01,-10.00%,10,"3,383",-22,83.26%,-0.0033,Put,10/29/25
79.00,-61.84%,0.08,0.10,0.12,0.10,-0.13,-56.52%,814,"3,224",unch,83.24%,-0.0036,Put,10/29/25
80.00,-61.36%,0.09,0.11,0.12,0.10,+0.01,+11.11%,"1,026","41,868",+3,82.22%,-0.0036,Put,10/29/25
81.00,-60.88%,0.09,0.11,0.13,0.24,unch,unch,0,"4,115",unch,82.12%,-0.0040,Put,10/15/25
82.00,-60.39%,0.10,0.12,0.13,0.10,-0.10,-50.00%,28,"13,238",unch,80.23%,-0.0037,Put,10/29/25
83.00,-59.91%,0.10,0.12,0.14,0.15,unch,unch,0,"6,139",unch,80.96%,-0.0044,Put,10/24/25
84.00,-59.43%,0.11,0.13,0.14,0.11,-0.01,-8.33%,1,"3,694",unch,79.15%,-0.0041,Put,10/29/25
85.00,-58.95%,0.11,0.13,0.15,0.09,-0.08,-47.06%,22,"24,566",unch,79.77%,-0.0048,Put,10/29/25
86.00,-58.46%,0.12,0.14,0.15,0.15,unch,unch,0,"3,544",-1,79.16%,-0.0050,Put,10/28/25
87.00,-57.98%,0.13,0.15,0.16,0.13,-0.05,-27.78%,4,"5,397",unch,77.83%,-0.0049,Put,10/29/25
88.00,-57.50%,0.13,0.15,0.16,0.13,-0.05,-27.78%,20,"3,340",unch,76.88%,-0.0049,Put,10/29/25
89.00,-57.01%,0.14,0.16,0.17,0.16,unch,unch,0,"6,242",unch,77.62%,-0.0057,Put,10/28/25
90.00,-56.53%,0.15,0.16,0.18,0.16,+0.01,+6.67%,272,"69,163",-3,76.98%,-0.0060,Put,10/29/25
91.00,-56.05%,0.15,0.16,0.18,0.13,-0.07,-35.00%,1,"3,852",unch,76.34%,-0.0062,Put,10/29/25
92.00,-55.56%,0.16,0.18,0.19,0.15,-0.11,-42.31%,30,"8,875",unch,75.98%,-0.0065,Put,10/29/25
93.00,-55.08%,0.17,0.19,0.20,0.18,unch,unch,0,"4,429",unch,75.60%,-0.0069,Put,10/28/25
94.00,-54.60%,0.18,0.20,0.22,0.18,unch,unch,0,"4,082",unch,75.44%,-0.0074,Put,10/28/25
95.00,-54.12%,0.19,0.21,0.22,0.17,unch,unch,"1,102","40,186",-152,74.77%,-0.0077,Put,10/29/25
96.00,-53.63%,0.19,0.21,0.22,0.16,-0.01,-5.88%,20,"5,063",-37,73.85%,-0.0078,Put,10/29/25
97.00,-53.15%,0.20,0.22,0.23,0.24,unch,unch,0,"8,626",unch,73.41%,-0.0082,Put,10/27/25
98.00,-52.67%,0.21,0.22,0.24,0.20,-0.02,-9.09%,1,"4,238",-50,72.96%,-0.0085,Put,10/29/25
99.00,-52.18%,0.22,0.24,0.25,0.19,-0.04,-17.39%,6,"5,442",-7,72.49%,-0.0089,Put,10/29/25
100.00,-51.70%,0.23,0.25,0.26,0.25,+0.04,+19.05%,"2,983","73,783","+3,490",72.22%,-0.0095,Put,10/29/25
101.00,-51.22%,0.23,0.25,0.27,0.25,unch,unch,0,"8,129",-14,71.33%,-0.0096,Put,10/28/25
102.00,-50.73%,0.25,0.27,0.28,0.25,unch,unch,0,"4,451",-37,71.03%,-0.0102,Put,10/28/25
103.00,-50.25%,0.26,0.27,0.28,0.21,-0.06,-22.22%,1,"9,707",-8,70.33%,-0.0104,Put,10/29/25
104.00,-49.77%,0.27,0.29,0.30,0.34,unch,unch,0,"5,771",unch,70.00%,-0.0110,Put,10/27/25
105.00,-49.29%,0.28,0.30,0.31,0.30,+0.03,+11.11%,41,"27,148",unch,69.65%,-0.0116,Put,10/29/25
106.00,-48.80%,0.30,0.31,0.32,0.31,+0.04,+14.81%,12,"2,926",-333,69.11%,-0.0120,Put,10/29/25
107.00,-48.32%,0.29,0.32,0.34,0.29,unch,unch,0,"2,525",-55,68.40%,-0.0123,Put,10/28/25
108.00,-47.84%,0.30,0.32,0.35,0.42,unch,unch,0,"6,925",unch,67.86%,-0.0128,Put,10/27/25
109.00,-47.35%,0.33,0.35,0.36,0.27,-0.04,-12.90%,21,"4,816",+35,67.61%,-0.0135,Put,10/29/25
110.00,-46.87%,0.33,0.35,0.37,0.35,+0.04,+12.90%,412,"43,522",+366,66.90%,-0.0138,Put,10/29/25
111.00,-46.39%,0.36,0.38,0.39,0.34,+0.02,+6.25%,113,"3,559",+17,66.76%,-0.0147,Put,10/29/25
112.00,-45.90%,0.37,0.39,0.40,0.35,unch,unch,0,"6,489",-20,66.18%,-0.0152,Put,10/28/25
113.00,-45.42%,0.39,0.41,0.42,0.36,-0.01,-2.70%,97,"3,113",-26,65.86%,-0.0160,Put,10/29/25
114.00,-44.94%,0.37,0.40,0.43,0.33,-0.06,-15.38%,129,"3,060",+1,64.89%,-0.0160,Put,10/29/25
115.00,-44.46%,0.42,0.44,0.45,0.41,+0.02,+5.13%,87,"28,128",-92,64.92%,-0.0173,Put,10/29/25
116.00,-43.97%,0.44,0.45,0.46,0.41,unch,unch,24,"2,992",+1,64.43%,-0.0179,Put,10/29/25
117.00,-43.49%,0.43,0.45,0.48,0.39,-0.04,-9.30%,234,"4,734",-120,63.71%,-0.0183,Put,10/29/25
118.00,-43.01%,0.47,0.49,0.50,0.43,unch,unch,0,"9,629",-7,63.55%,-0.0194,Put,10/28/25
119.00,-42.52%,0.49,0.51,0.52,0.50,+0.03,+6.38%,110,"3,284",unch,63.04%,-0.0201,Put,10/29/25
120.00,-42.04%,0.51,0.53,0.54,0.50,+0.02,+4.17%,"2,235","69,764",-490,62.73%,-0.0211,Put,10/29/25
121.00,-41.56%,0.53,0.55,0.56,0.47,-0.03,-6.00%,5,"6,829",-12,62.31%,-0.0219,Put,10/29/25
122.00,-41.07%,0.55,0.57,0.58,0.43,-0.08,-15.69%,26,"6,138",-19,61.87%,-0.0228,Put,10/29/25
123.00,-40.59%,0.57,0.59,0.60,0.55,+0.02,+3.77%,53,"4,311",-6,61.42%,-0.0236,Put,10/29/25
124.00,-40.11%,0.57,0.60,0.62,0.60,-0.01,-1.64%,27,"3,147",-4,60.87%,-0.0244,Put,10/29/25
125.00,-39.63%,0.59,0.62,0.64,0.60,+0.03,+5.26%,216,"21,122",+176,60.05%,-0.0247,Put,10/29/25
126.00,-39.14%,0.64,0.66,0.67,0.54,-0.07,-11.48%,2,"4,657",-23,60.18%,-0.0266,Put,10/29/25
127.00,-38.66%,0.65,0.67,0.69,0.63,unch,unch,55,"6,757",-13,59.61%,-0.0274,Put,10/29/25
128.00,-38.18%,0.66,0.69,0.72,0.66,unch,unch,93,"3,037",+4,58.64%,-0.0275,Put,10/29/25
129.00,-37.69%,0.69,0.72,0.75,0.64,-0.03,-4.48%,211,"6,002",+3,58.77%,-0.0296,Put,10/29/25
130.00,-37.21%,0.73,0.75,0.77,0.76,+0.04,+5.56%,"3,884","36,160",+422,58.56%,-0.0311,Put,10/29/25
132.00,-36.24%,0.80,0.82,0.83,0.74,-0.03,-3.90%,522,"5,469",+11,57.72%,-0.0335,Put,10/29/25
134.00,-35.28%,0.86,0.88,0.90,0.82,-0.05,-5.75%,69,"7,654",+14,56.96%,-0.0363,Put,10/29/25
135.00,-34.80%,0.87,0.90,0.93,0.88,unch,unch,135,"19,169",+403,56.15%,-0.0368,Put,10/29/25
136.00,-34.31%,0.89,0.93,0.97,0.85,-0.10,-10.53%,51,"9,778",+17,55.98%,-0.0387,Put,10/29/25
138.00,-33.35%,0.98,1.02,1.05,1.00,-0.01,-0.99%,328,"14,951",+2,55.19%,-0.0417,Put,10/29/25
140.00,-32.38%,1.06,1.10,1.13,1.09,unch,unch,"2,250","59,428","-1,046",54.58%,-0.0454,Put,10/29/25
142.00,-31.41%,1.15,1.19,1.22,1.11,-0.06,-5.13%,857,"13,308",+102,53.95%,-0.0493,Put,10/29/25
144.00,-30.45%,1.24,1.29,1.33,1.22,-0.09,-6.87%,362,"8,199",+33,53.31%,-0.0534,Put,10/29/25
145.00,-29.97%,1.33,1.36,1.38,1.35,-0.02,-1.46%,355,"18,885",+276,53.10%,-0.0559,Put,10/29/25
146.00,-29.48%,1.37,1.41,1.44,1.28,-0.14,-9.86%,340,"5,609",+18,52.78%,-0.0582,Put,10/29/25
